"Sample_name","Population","Selection","Criollo","Nacional","Amelonado","Purús","Marañon","Curaray","Contamana","Guiana","Iquitos","Nanay"
"458_GU","Reference","Reference",3e-04,5e-04,4e-04,5e-04,7e-04,4e-04,4e-04,0.9957,5e-04,5e-04
"382_GU","Reference","Reference",3e-04,4e-04,5e-04,5e-04,8e-04,4e-04,4e-04,0.9956,6e-04,5e-04
"406_GU","Reference","Reference",4e-04,4e-04,5e-04,5e-04,7e-04,4e-04,4e-04,0.9956,6e-04,5e-04
"430_GU","Reference","Reference",3e-04,4e-04,5e-04,5e-04,8e-04,4e-04,4e-04,0.9956,6e-04,5e-04
"454_GU","Reference","Reference",4e-04,4e-04,5e-04,5e-04,8e-04,4e-04,4e-04,0.9956,6e-04,5e-04
"391_GU","Reference","Reference",3e-04,5e-04,5e-04,5e-04,8e-04,4e-04,4e-04,0.9952,6e-04,8e-04
"395_GU","Reference","Reference",4e-04,5e-04,5e-04,5e-04,0.0011,5e-04,5e-04,0.9952,5e-04,5e-04
"415_GU","Reference","Reference",3e-04,5e-04,5e-04,5e-04,8e-04,4e-04,4e-04,0.9952,6e-04,8e-04
"439_GU","Reference","Reference",3e-04,5e-04,5e-04,5e-04,8e-04,4e-04,4e-04,0.9952,6e-04,8e-04
"396_GU","Reference","Reference",5e-04,6e-04,5e-04,5e-04,8e-04,5e-04,6e-04,0.9951,4e-04,5e-04
"418_GU","Reference","Reference",3e-04,5e-04,6e-04,5e-04,9e-04,4e-04,4e-04,0.9951,6e-04,7e-04
"419_GU","Reference","Reference",4e-04,5e-04,6e-04,5e-04,0.001,5e-04,5e-04,0.9951,5e-04,5e-04
"420_GU","Reference","Reference",5e-04,6e-04,4e-04,5e-04,8e-04,5e-04,6e-04,0.9951,4e-04,5e-04
"442_GU","Reference","Reference",4e-04,5e-04,6e-04,5e-04,9e-04,4e-04,4e-04,0.9951,6e-04,7e-04
"443_GU","Reference","Reference",4e-04,5e-04,5e-04,4e-04,0.001,5e-04,5e-04,0.9951,5e-04,5e-04
"444_GU","Reference","Reference",5e-04,6e-04,4e-04,5e-04,7e-04,5e-04,6e-04,0.9951,4e-04,5e-04
"449_GU","Reference","Reference",4e-04,5e-04,5e-04,5e-04,0.001,5e-04,5e-04,0.9951,6e-04,5e-04
"463_GU","Reference","Reference",3e-04,4e-04,6e-04,5e-04,8e-04,4e-04,4e-04,0.9951,6e-04,8e-04
"467_GU","Reference","Reference",4e-04,5e-04,5e-04,5e-04,0.0011,5e-04,5e-04,0.9951,5e-04,5e-04
"468_GU","Reference","Reference",5e-04,6e-04,5e-04,5e-04,7e-04,5e-04,6e-04,0.9951,4e-04,5e-04
"377_GU","Reference","Reference",4e-04,5e-04,6e-04,5e-04,0.001,5e-04,5e-04,0.995,5e-04,5e-04
"378_GU","Reference","Reference",5e-04,5e-04,4e-04,7e-04,9e-04,4e-04,4e-04,0.995,6e-04,6e-04
"394_GU","Reference","Reference",3e-04,4e-04,6e-04,5e-04,9e-04,4e-04,4e-04,0.995,7e-04,8e-04
"401_GU","Reference","Reference",4e-04,5e-04,6e-04,4e-04,0.0011,4e-04,5e-04,0.995,5e-04,5e-04
"426_GU","Reference","Reference",4e-04,5e-04,4e-04,7e-04,9e-04,4e-04,4e-04,0.995,6e-04,6e-04
"450_GU","Reference","Reference",5e-04,5e-04,5e-04,7e-04,9e-04,4e-04,4e-04,0.995,6e-04,6e-04
"466_GU","Reference","Reference",4e-04,5e-04,6e-04,5e-04,0.001,4e-04,4e-04,0.995,6e-04,7e-04
"402_GU","Reference","Reference",5e-04,5e-04,5e-04,7e-04,9e-04,4e-04,4e-04,0.9949,6e-04,6e-04
"403_GU","Reference","Reference",5e-04,5e-04,4e-04,7e-04,9e-04,4e-04,4e-04,0.9949,6e-04,7e-04
"425_GU","Reference","Reference",4e-04,6e-04,6e-04,5e-04,0.0011,5e-04,5e-04,0.9949,5e-04,5e-04
"456_GU","Reference","Reference",4e-04,5e-04,6e-04,5e-04,0.001,4e-04,4e-04,0.9949,7e-04,8e-04
"379_GU","Reference","Reference",5e-04,5e-04,5e-04,7e-04,9e-04,4e-04,4e-04,0.9948,7e-04,7e-04
"380_GU","Reference","Reference",3e-04,5e-04,6e-04,4e-04,8e-04,4e-04,4e-04,0.9948,7e-04,9e-04
"384_GU","Reference","Reference",4e-04,5e-04,6e-04,5e-04,9e-04,4e-04,4e-04,0.9948,7e-04,8e-04
"390_GU","Reference","Reference",5e-04,5e-04,4e-04,7e-04,0.001,5e-04,4e-04,0.9948,6e-04,6e-04
"408_GU","Reference","Reference",4e-04,5e-04,6e-04,5e-04,0.001,4e-04,4e-04,0.9948,7e-04,8e-04
"427_GU","Reference","Reference",5e-04,5e-04,4e-04,7e-04,9e-04,4e-04,4e-04,0.9948,6e-04,7e-04
"428_GU","Reference","Reference",3e-04,6e-04,6e-04,5e-04,8e-04,4e-04,4e-04,0.9948,7e-04,9e-04
"432_GU","Reference","Reference",4e-04,5e-04,6e-04,5e-04,0.001,4e-04,4e-04,0.9948,7e-04,8e-04
"451_GU","Reference","Reference",5e-04,5e-04,5e-04,7e-04,9e-04,4e-04,4e-04,0.9948,6e-04,7e-04
"387_GU","Reference","Reference",4e-04,5e-04,6e-04,5e-04,9e-04,4e-04,4e-04,0.9947,7e-04,0.001
"404_GU","Reference","Reference",3e-04,6e-04,6e-04,5e-04,8e-04,4e-04,4e-04,0.9947,8e-04,9e-04
"411_GU","Reference","Reference",4e-04,5e-04,6e-04,5e-04,9e-04,4e-04,4e-04,0.9947,7e-04,0.001
"414_GU","Reference","Reference",6e-04,5e-04,4e-04,7e-04,0.001,5e-04,4e-04,0.9947,6e-04,6e-04
"435_GU","Reference","Reference",4e-04,5e-04,6e-04,5e-04,8e-04,4e-04,4e-04,0.9947,7e-04,0.001
"452_GU","Reference","Reference",3e-04,6e-04,6e-04,5e-04,8e-04,4e-04,4e-04,0.9947,8e-04,9e-04
"459_GU","Reference","Reference",4e-04,5e-04,6e-04,5e-04,8e-04,4e-04,4e-04,0.9947,7e-04,0.001
"438_GU","Reference","Reference",6e-04,5e-04,4e-04,7e-04,0.001,5e-04,4e-04,0.9946,6e-04,6e-04
"462_GU","Reference","Reference",5e-04,5e-04,4e-04,7e-04,0.0011,5e-04,4e-04,0.9946,6e-04,7e-04
"393_GU","Reference","Reference",4e-04,5e-04,6e-04,6e-04,0.0011,5e-04,4e-04,0.9945,7e-04,7e-04
"417_GU","Reference","Reference",4e-04,5e-04,6e-04,6e-04,0.0011,5e-04,4e-04,0.9944,7e-04,8e-04
"465_GU","Reference","Reference",4e-04,6e-04,6e-04,6e-04,0.0011,5e-04,4e-04,0.9944,7e-04,8e-04
"441_GU","Reference","Reference",4e-04,6e-04,6e-04,6e-04,0.0011,5e-04,4e-04,0.9943,7e-04,8e-04
"431_GU","Reference","Reference",4e-04,6e-04,6e-04,6e-04,0.0011,5e-04,4e-04,0.9942,8e-04,8e-04
"383_GU","Reference","Reference",4e-04,6e-04,6e-04,6e-04,0.0012,4e-04,5e-04,0.9941,8e-04,8e-04
"407_GU","Reference","Reference",4e-04,6e-04,6e-04,6e-04,0.0011,5e-04,4e-04,0.9941,8e-04,9e-04
"455_GU","Reference","Reference",4e-04,6e-04,6e-04,6e-04,0.0012,4e-04,5e-04,0.9941,8e-04,8e-04
"381_GU","Reference","Reference",4e-04,6e-04,7e-04,6e-04,0.0014,5e-04,5e-04,0.9936,8e-04,8e-04
"405_GU","Reference","Reference",4e-04,6e-04,7e-04,6e-04,0.0015,5e-04,5e-04,0.9936,8e-04,8e-04
"429_GU","Reference","Reference",4e-04,6e-04,6e-04,6e-04,0.0015,5e-04,5e-04,0.9936,8e-04,8e-04
"453_GU","Reference","Reference",5e-04,6e-04,6e-04,6e-04,0.0014,5e-04,5e-04,0.9935,9e-04,9e-04
"389_GU","Reference","Reference",4e-04,6e-04,9e-04,7e-04,9e-04,4e-04,6e-04,0.9934,0.001,0.0012
"413_GU","Reference","Reference",4e-04,6e-04,9e-04,7e-04,9e-04,4e-04,6e-04,0.9934,0.001,0.0012
"437_GU","Reference","Reference",4e-04,6e-04,9e-04,7e-04,9e-04,4e-04,6e-04,0.9934,0.001,0.0012
"461_GU","Reference","Reference",4e-04,6e-04,9e-04,7e-04,9e-04,4e-04,6e-04,0.9934,0.001,0.0011
"373_GU","Reference","Reference",4e-04,5e-04,0.0011,6e-04,0.0016,5e-04,4e-04,0.9933,6e-04,0.0011
"397_GU","Reference","Reference",4e-04,6e-04,0.0011,6e-04,0.0015,4e-04,5e-04,0.9933,6e-04,0.0011
"421_GU","Reference","Reference",4e-04,5e-04,0.0011,6e-04,0.0015,5e-04,5e-04,0.9933,6e-04,0.0011
"445_GU","Reference","Reference",4e-04,5e-04,0.0011,6e-04,0.0016,5e-04,5e-04,0.9933,5e-04,0.001
"376_GU","Reference","Reference",3e-04,5e-04,0.0011,6e-04,9e-04,4e-04,4e-04,0.9929,0.0012,0.0016
"448_GU","Reference","Reference",3e-04,5e-04,0.0011,6e-04,0.001,4e-04,4e-04,0.9929,0.0012,0.0016
"424_GU","Reference","Reference",3e-04,5e-04,0.0011,6e-04,0.001,4e-04,4e-04,0.9928,0.0013,0.0017
"400_GU","Reference","Reference",3e-04,5e-04,0.0012,6e-04,0.001,4e-04,4e-04,0.9925,0.0013,0.0018
"469_IQU","Reference","Reference",4e-04,7e-04,7e-04,8e-04,9e-04,5e-04,5e-04,8e-04,0.9935,0.0012
"491_IQU","Reference","Reference",4e-04,7e-04,8e-04,7e-04,8e-04,5e-04,5e-04,8e-04,0.9935,0.0012
"535_IQU","Reference","Reference",4e-04,7e-04,7e-04,7e-04,8e-04,5e-04,6e-04,8e-04,0.9935,0.0012
"513_IQU","Reference","Reference",4e-04,7e-04,8e-04,7e-04,9e-04,5e-04,6e-04,8e-04,0.9934,0.0013
"475_IQU","Reference","Reference",5e-04,6e-04,7e-04,9e-04,7e-04,6e-04,6e-04,6e-04,0.9929,0.0019
"497_IQU","Reference","Reference",5e-04,6e-04,7e-04,0.001,7e-04,6e-04,6e-04,6e-04,0.9929,0.0019
"519_IQU","Reference","Reference",5e-04,6e-04,7e-04,0.001,8e-04,6e-04,6e-04,6e-04,0.9929,0.0019
"541_IQU","Reference","Reference",5e-04,6e-04,7e-04,0.001,7e-04,6e-04,6e-04,6e-04,0.9929,0.0019
"498_IQU","Reference","Reference",4e-04,6e-04,0.0011,6e-04,7e-04,5e-04,5e-04,8e-04,0.9928,0.0019
"507_IQU","Reference","Reference",4e-04,5e-04,8e-04,7e-04,7e-04,5e-04,5e-04,8e-04,0.9928,0.0022
"483_IQU","Reference","Reference",6e-04,7e-04,6e-04,9e-04,0.001,6e-04,6e-04,0.0012,0.9927,0.0012
"500_IQU","Reference","Reference",4e-04,6e-04,9e-04,0.001,9e-04,6e-04,5e-04,7e-04,0.9927,0.0016
"506_IQU","Reference","Reference",6e-04,7e-04,6e-04,8e-04,9e-04,6e-04,6e-04,0.0012,0.9927,0.0012
"509_IQU","Reference","Reference",5e-04,6e-04,6e-04,8e-04,0.001,6e-04,6e-04,0.0013,0.9927,0.0013
"520_IQU","Reference","Reference",4e-04,6e-04,0.0011,6e-04,8e-04,5e-04,5e-04,8e-04,0.9927,0.002
"526_IQU","Reference","Reference",5e-04,9e-04,6e-04,0.0012,8e-04,7e-04,8e-04,9e-04,0.9927,9e-04
"529_IQU","Reference","Reference",4e-04,6e-04,8e-04,7e-04,8e-04,5e-04,5e-04,8e-04,0.9927,0.0022
"549_IQU","Reference","Reference",6e-04,7e-04,6e-04,9e-04,0.001,6e-04,6e-04,0.0012,0.9927,0.0012
"550_IQU","Reference","Reference",6e-04,7e-04,6e-04,8e-04,0.001,6e-04,5e-04,0.0013,0.9927,0.0012
"551_IQU","Reference","Reference",4e-04,5e-04,8e-04,6e-04,7e-04,5e-04,5e-04,8e-04,0.9927,0.0024
"476_IQU","Reference","Reference",4e-04,6e-04,0.0012,7e-04,8e-04,5e-04,5e-04,9e-04,0.9926,0.0019
"484_IQU","Reference","Reference",6e-04,7e-04,6e-04,8e-04,0.001,6e-04,6e-04,0.0013,0.9926,0.0013
"486_IQU","Reference","Reference",5e-04,7e-04,0.001,8e-04,9e-04,5e-04,5e-04,9e-04,0.9926,0.0016
"487_IQU","Reference","Reference",5e-04,6e-04,7e-04,8e-04,0.001,6e-04,5e-04,0.0014,0.9926,0.0013
"504_IQU","Reference","Reference",5e-04,9e-04,6e-04,0.0013,8e-04,7e-04,8e-04,0.001,0.9926,9e-04
"527_IQU","Reference","Reference",6e-04,7e-04,6e-04,9e-04,9e-04,6e-04,6e-04,0.0013,0.9926,0.0012
"528_IQU","Reference","Reference",6e-04,7e-04,6e-04,8e-04,9e-04,6e-04,6e-04,0.0013,0.9926,0.0013
"531_IQU","Reference","Reference",5e-04,6e-04,6e-04,8e-04,0.001,6e-04,5e-04,0.0014,0.9926,0.0014
"542_IQU","Reference","Reference",4e-04,6e-04,0.0011,6e-04,8e-04,5e-04,5e-04,8e-04,0.9926,0.002
"544_IQU","Reference","Reference",4e-04,6e-04,9e-04,0.0011,9e-04,6e-04,5e-04,7e-04,0.9926,0.0017
"548_IQU","Reference","Reference",5e-04,9e-04,6e-04,0.0013,8e-04,7e-04,8e-04,9e-04,0.9926,9e-04
"553_IQU","Reference","Reference",5e-04,6e-04,6e-04,8e-04,0.001,6e-04,5e-04,0.0013,0.9926,0.0014
"471_IQU","Reference","Reference",4e-04,7e-04,9e-04,8e-04,8e-04,6e-04,6e-04,9e-04,0.9925,0.0018
"478_IQU","Reference","Reference",4e-04,6e-04,9e-04,0.0011,9e-04,6e-04,5e-04,6e-04,0.9925,0.0018
"482_IQU","Reference","Reference",5e-04,9e-04,6e-04,0.0013,8e-04,7e-04,8e-04,9e-04,0.9925,0.001
"485_IQU","Reference","Reference",5e-04,5e-04,9e-04,7e-04,7e-04,5e-04,6e-04,8e-04,0.9925,0.0024
"505_IQU","Reference","Reference",6e-04,7e-04,6e-04,9e-04,0.001,6e-04,6e-04,0.0014,0.9925,0.0013
"508_IQU","Reference","Reference",5e-04,7e-04,0.001,7e-04,9e-04,5e-04,5e-04,9e-04,0.9925,0.0018
"522_IQU","Reference","Reference",4e-04,6e-04,9e-04,0.0011,9e-04,7e-04,5e-04,7e-04,0.9925,0.0017
"552_IQU","Reference","Reference",5e-04,7e-04,0.001,8e-04,9e-04,5e-04,5e-04,9e-04,0.9925,0.0017
"530_IQU","Reference","Reference",5e-04,7e-04,0.001,8e-04,9e-04,5e-04,5e-04,0.001,0.9924,0.0018
"493_IQU","Reference","Reference",4e-04,7e-04,9e-04,9e-04,8e-04,6e-04,6e-04,9e-04,0.9923,0.0019
"473_IQU","Reference","Reference",5e-04,7e-04,7e-04,0.0013,0.001,7e-04,7e-04,0.001,0.9922,0.0012
"499_IQU","Reference","Reference",5e-04,8e-04,7e-04,0.0011,0.0011,8e-04,7e-04,9e-04,0.9922,0.0012
"515_IQU","Reference","Reference",4e-04,7e-04,0.001,9e-04,9e-04,6e-04,5e-04,9e-04,0.9922,0.002
"537_IQU","Reference","Reference",4e-04,7e-04,9e-04,9e-04,8e-04,6e-04,6e-04,9e-04,0.9922,0.0021
"539_IQU","Reference","Reference",5e-04,7e-04,7e-04,0.0012,0.001,7e-04,7e-04,0.001,0.9922,0.0012
"495_IQU","Reference","Reference",4e-04,7e-04,7e-04,0.0014,0.001,7e-04,6e-04,0.0011,0.9921,0.0012
"517_IQU","Reference","Reference",5e-04,8e-04,7e-04,0.0013,0.001,7e-04,7e-04,0.0011,0.9921,0.0013
"521_IQU","Reference","Reference",5e-04,8e-04,7e-04,0.0011,0.0011,8e-04,7e-04,9e-04,0.9921,0.0012
"543_IQU","Reference","Reference",5e-04,8e-04,7e-04,0.0011,0.0011,7e-04,7e-04,9e-04,0.9921,0.0012
"474_IQU","Reference","Reference",4e-04,7e-04,8e-04,9e-04,0.0012,6e-04,5e-04,0.0013,0.992,0.0016
"477_IQU","Reference","Reference",5e-04,8e-04,7e-04,0.0011,0.0011,7e-04,8e-04,0.001,0.992,0.0013
"492_IQU","Reference","Reference",5e-04,6e-04,8e-04,0.0011,0.0012,6e-04,6e-04,0.0015,0.9919,0.0012
"516_IQU","Reference","Reference",4e-04,9e-04,7e-04,0.001,0.001,7e-04,9e-04,0.0012,0.9919,0.0012
"496_IQU","Reference","Reference",4e-04,7e-04,8e-04,9e-04,0.0012,6e-04,5e-04,0.0013,0.9918,0.0017
"514_IQU","Reference","Reference",5e-04,6e-04,8e-04,0.0012,0.0011,6e-04,6e-04,0.0015,0.9918,0.0013
"536_IQU","Reference","Reference",5e-04,6e-04,8e-04,0.0012,0.0011,6e-04,6e-04,0.0015,0.9918,0.0013
"538_IQU","Reference","Reference",4e-04,0.001,7e-04,0.001,0.0011,7e-04,9e-04,0.0012,0.9918,0.0011
"540_IQU","Reference","Reference",4e-04,7e-04,8e-04,0.001,0.0012,5e-04,6e-04,0.0012,0.9918,0.0018
"470_IQU","Reference","Reference",5e-04,6e-04,8e-04,0.0012,0.0012,6e-04,6e-04,0.0016,0.9917,0.0014
"472_IQU","Reference","Reference",4e-04,0.001,7e-04,0.001,0.0011,7e-04,9e-04,0.0013,0.9917,0.0012
"494_IQU","Reference","Reference",4e-04,0.001,7e-04,0.001,0.0011,7e-04,9e-04,0.0012,0.9917,0.0012
"501_IQU","Reference","Reference",5e-04,6e-04,7e-04,9e-04,0.0014,8e-04,7e-04,0.0013,0.9917,0.0014
"479_IQU","Reference","Reference",5e-04,6e-04,7e-04,0.001,0.0014,7e-04,7e-04,0.0013,0.9916,0.0015
"518_IQU","Reference","Reference",4e-04,7e-04,8e-04,0.001,0.0013,6e-04,6e-04,0.0013,0.9916,0.0017
"523_IQU","Reference","Reference",5e-04,6e-04,7e-04,0.001,0.0014,7e-04,7e-04,0.0014,0.9916,0.0014
"545_IQU","Reference","Reference",5e-04,6e-04,7e-04,0.001,0.0013,7e-04,6e-04,0.0013,0.9916,0.0015
"502_IQU","Reference","Reference",5e-04,0.0012,8e-04,0.0014,0.0011,0.001,9e-04,0.0011,0.9907,0.0013
"525_IQU","Reference","Reference",4e-04,0.0012,8e-04,0.0014,0.0012,0.001,0.001,0.001,0.9907,0.0013
"480_IQU","Reference","Reference",5e-04,0.0013,8e-04,0.0015,0.0011,9e-04,0.001,0.001,0.9906,0.0012
"481_IQU","Reference","Reference",5e-04,0.0013,8e-04,0.0014,0.0011,9e-04,0.001,0.001,0.9906,0.0014
"503_IQU","Reference","Reference",4e-04,0.0012,8e-04,0.0014,0.0012,9e-04,0.001,0.001,0.9906,0.0014
"524_IQU","Reference","Reference",5e-04,0.0014,8e-04,0.0013,0.0011,0.001,0.001,0.0011,0.9906,0.0014
"546_IQU","Reference","Reference",4e-04,0.0013,8e-04,0.0014,0.0011,0.001,0.001,0.001,0.9906,0.0014
"547_IQU","Reference","Reference",5e-04,0.0013,9e-04,0.0014,0.0012,9e-04,0.001,0.001,0.9905,0.0013
"490_IQU","Reference","Reference",0.0052,0.029,0.014,0.0022,0.0103,0.0178,0.0513,8e-04,0.865,0.0044
"512_IQU","Reference","Reference",0.0054,0.0277,0.0144,0.0021,0.01,0.0166,0.0537,7e-04,0.8648,0.0046
"534_IQU","Reference","Reference",0.0055,0.0276,0.0146,0.0022,0.0096,0.0165,0.0535,7e-04,0.8647,0.0051
"556_IQU","Reference","Reference",0.0054,0.0264,0.0148,0.0021,0.0101,0.0164,0.0547,8e-04,0.8647,0.0046
"489_IQU","Reference","Reference",0.0026,0.0039,0.0089,0.0049,0.0038,0.0052,0.108,0.0041,0.8557,0.0028
"555_IQU","Reference","Reference",0.0025,0.0039,0.0091,0.0049,0.0036,0.0053,0.1081,0.0044,0.8555,0.0026
"533_IQU","Reference","Reference",0.0025,0.004,0.0094,0.0047,0.0036,0.0056,0.1078,0.0043,0.8554,0.0028
"511_IQU","Reference","Reference",0.0024,0.0043,0.0095,0.0048,0.0037,0.005,0.1085,0.0039,0.8553,0.0026
"488_IQU","Reference","Reference",0.0012,0.1532,0.0015,0.0017,0.0024,0.0086,0.0017,0.0016,0.8258,0.0023
"510_IQU","Reference","Reference",0.0012,0.1549,0.0014,0.0018,0.0023,0.0072,0.0016,0.0017,0.8256,0.0023
"554_IQU","Reference","Reference",0.0012,0.1548,0.0014,0.0019,0.0025,0.0074,0.0015,0.0015,0.8255,0.0022
"532_IQU","Reference","Reference",0.0012,0.1553,0.0015,0.0019,0.0025,0.0069,0.0015,0.0018,0.8253,0.0022
"645_NA","Reference","Reference",4e-04,4e-04,9e-04,5e-04,8e-04,4e-04,4e-04,6e-04,9e-04,0.9948
"567_NA","Reference","Reference",4e-04,4e-04,0.0012,6e-04,7e-04,4e-04,3e-04,5e-04,9e-04,0.9947
"576_NA","Reference","Reference",4e-04,4e-04,9e-04,5e-04,8e-04,4e-04,4e-04,6e-04,9e-04,0.9947
"582_NA","Reference","Reference",4e-04,4e-04,9e-04,7e-04,8e-04,4e-04,3e-04,7e-04,8e-04,0.9947
"599_NA","Reference","Reference",4e-04,4e-04,9e-04,5e-04,9e-04,4e-04,4e-04,6e-04,9e-04,0.9947
"605_NA","Reference","Reference",4e-04,4e-04,9e-04,7e-04,8e-04,4e-04,3e-04,7e-04,9e-04,0.9947
"622_NA","Reference","Reference",4e-04,4e-04,8e-04,5e-04,8e-04,4e-04,4e-04,6e-04,9e-04,0.9947
"628_NA","Reference","Reference",4e-04,4e-04,9e-04,6e-04,8e-04,4e-04,3e-04,7e-04,8e-04,0.9947
"559_NA","Reference","Reference",4e-04,4e-04,9e-04,7e-04,8e-04,4e-04,3e-04,7e-04,9e-04,0.9946
"568_NA","Reference","Reference",4e-04,4e-04,0.0013,5e-04,7e-04,4e-04,3e-04,6e-04,9e-04,0.9946
"590_NA","Reference","Reference",4e-04,4e-04,0.0013,5e-04,7e-04,4e-04,3e-04,6e-04,9e-04,0.9946
"613_NA","Reference","Reference",4e-04,3e-04,0.0013,5e-04,7e-04,4e-04,3e-04,5e-04,9e-04,0.9946
"614_NA","Reference","Reference",4e-04,4e-04,0.0013,6e-04,7e-04,3e-04,3e-04,5e-04,9e-04,0.9946
"636_NA","Reference","Reference",4e-04,4e-04,0.0013,5e-04,7e-04,4e-04,3e-04,5e-04,9e-04,0.9946
"637_NA","Reference","Reference",4e-04,4e-04,0.0013,6e-04,7e-04,4e-04,3e-04,6e-04,9e-04,0.9946
"591_NA","Reference","Reference",4e-04,3e-04,0.0013,5e-04,7e-04,4e-04,3e-04,6e-04,9e-04,0.9945
"573_NA","Reference","Reference",4e-04,4e-04,9e-04,5e-04,8e-04,5e-04,4e-04,7e-04,0.001,0.9944
"619_NA","Reference","Reference",4e-04,5e-04,9e-04,5e-04,8e-04,5e-04,4e-04,7e-04,0.001,0.9944
"557_NA","Reference","Reference",4e-04,4e-04,0.0012,6e-04,8e-04,4e-04,3e-04,7e-04,9e-04,0.9943
"580_NA","Reference","Reference",4e-04,4e-04,0.0013,5e-04,8e-04,4e-04,3e-04,7e-04,8e-04,0.9943
"596_NA","Reference","Reference",4e-04,5e-04,9e-04,5e-04,8e-04,5e-04,4e-04,7e-04,0.0011,0.9943
"626_NA","Reference","Reference",4e-04,4e-04,0.0013,6e-04,8e-04,4e-04,3e-04,7e-04,9e-04,0.9943
"642_NA","Reference","Reference",4e-04,5e-04,9e-04,5e-04,8e-04,5e-04,4e-04,7e-04,0.0011,0.9943
"564_NA","Reference","Reference",3e-04,5e-04,9e-04,5e-04,8e-04,4e-04,4e-04,6e-04,0.0013,0.9942
"587_NA","Reference","Reference",3e-04,5e-04,9e-04,5e-04,8e-04,4e-04,4e-04,7e-04,0.0013,0.9942
"603_NA","Reference","Reference",4e-04,4e-04,0.0013,6e-04,8e-04,4e-04,3e-04,7e-04,9e-04,0.9942
"610_NA","Reference","Reference",3e-04,5e-04,9e-04,6e-04,8e-04,4e-04,4e-04,7e-04,0.0014,0.9942
"563_NA","Reference","Reference",4e-04,4e-04,0.0012,6e-04,8e-04,4e-04,3e-04,7e-04,0.0012,0.9941
"586_NA","Reference","Reference",4e-04,4e-04,0.0012,6e-04,8e-04,4e-04,3e-04,6e-04,0.0012,0.9941
"632_NA","Reference","Reference",4e-04,4e-04,0.0012,6e-04,8e-04,4e-04,3e-04,6e-04,0.0012,0.9941
"633_NA","Reference","Reference",3e-04,5e-04,9e-04,6e-04,8e-04,4e-04,4e-04,6e-04,0.0014,0.9941
"592_NA","Reference","Reference",4e-04,5e-04,0.001,7e-04,8e-04,5e-04,4e-04,8e-04,0.001,0.994
"609_NA","Reference","Reference",4e-04,4e-04,0.0012,6e-04,8e-04,4e-04,3e-04,7e-04,0.0013,0.994
"615_NA","Reference","Reference",4e-04,5e-04,0.001,7e-04,8e-04,5e-04,3e-04,8e-04,0.001,0.994
"569_NA","Reference","Reference",4e-04,5e-04,0.001,7e-04,8e-04,5e-04,4e-04,8e-04,0.001,0.9939
"638_NA","Reference","Reference",4e-04,5e-04,0.001,8e-04,8e-04,5e-04,4e-04,8e-04,0.001,0.9939
"558_NA","Reference","Reference",4e-04,5e-04,0.0011,7e-04,8e-04,4e-04,4e-04,0.0011,8e-04,0.9938
"581_NA","Reference","Reference",4e-04,5e-04,0.0011,7e-04,8e-04,4e-04,4e-04,0.0011,8e-04,0.9938
"604_NA","Reference","Reference",4e-04,5e-04,0.001,7e-04,8e-04,4e-04,4e-04,0.0012,8e-04,0.9937
"627_NA","Reference","Reference",4e-04,5e-04,0.0011,7e-04,8e-04,4e-04,4e-04,0.0011,9e-04,0.9937
"571_NA","Reference","Reference",4e-04,5e-04,9e-04,6e-04,8e-04,5e-04,4e-04,9e-04,0.0015,0.9936
"594_NA","Reference","Reference",4e-04,5e-04,8e-04,6e-04,8e-04,5e-04,4e-04,9e-04,0.0015,0.9936
"617_NA","Reference","Reference",4e-04,5e-04,9e-04,6e-04,8e-04,5e-04,4e-04,9e-04,0.0015,0.9936
"640_NA","Reference","Reference",4e-04,5e-04,9e-04,6e-04,8e-04,4e-04,4e-04,9e-04,0.0015,0.9936
"608_NA","Reference","Reference",4e-04,5e-04,8e-04,6e-04,0.001,4e-04,4e-04,0.0011,0.0013,0.9935
"631_NA","Reference","Reference",4e-04,4e-04,8e-04,6e-04,9e-04,4e-04,4e-04,0.0011,0.0014,0.9935
"585_NA","Reference","Reference",3e-04,5e-04,8e-04,6e-04,0.001,4e-04,4e-04,0.0011,0.0014,0.9934
"562_NA","Reference","Reference",4e-04,5e-04,8e-04,6e-04,0.001,4e-04,4e-04,0.0011,0.0015,0.9933
"621_NA","Reference","Reference",3e-04,4e-04,9e-04,7e-04,0.0011,4e-04,4e-04,0.0012,0.0013,0.9933
"575_NA","Reference","Reference",3e-04,4e-04,0.001,7e-04,0.0011,4e-04,4e-04,0.0011,0.0014,0.9932
"598_NA","Reference","Reference",3e-04,4e-04,0.001,7e-04,0.0011,4e-04,4e-04,0.0012,0.0014,0.9932
"644_NA","Reference","Reference",3e-04,4e-04,0.001,7e-04,0.0011,4e-04,4e-04,0.0012,0.0013,0.9932
"574_NA","Reference","Reference",4e-04,5e-04,0.0011,6e-04,0.0012,5e-04,4e-04,0.001,0.0012,0.9929
"597_NA","Reference","Reference",4e-04,5e-04,0.0012,6e-04,0.0012,5e-04,4e-04,0.001,0.0013,0.9929
"643_NA","Reference","Reference",4e-04,5e-04,0.0011,6e-04,0.0013,5e-04,4e-04,0.001,0.0012,0.9929
"584_NA","Reference","Reference",4e-04,5e-04,0.0017,7e-04,9e-04,4e-04,4e-04,8e-04,0.0015,0.9928
"620_NA","Reference","Reference",4e-04,5e-04,0.0012,6e-04,0.0013,5e-04,4e-04,0.001,0.0013,0.9928
